"APP ID"	"Date Announced"	"CIA_NAME"	"GRANT_TYPE"	"SUB_TYPE"	"SIMPLIFIED TITLE"	"ADMIN_ INSTITUTION"	"STATE"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"TOTAL"	"BROAD_RESEARCH_AREA"	"FOR_ CATEGORY"	"FIELD_OF_  RESEARCH"	"RESEARCH_KW_1"	"RESEARCH_KW_2"	"RESEARCH_KW_3"	"RESEARCH_KW_4"	"RESEARCH_KW_5"	"Sector"
"1086683"	2014-10-17	"Prof Nicholas Martin"	"NHMRC Project Grants"	"Standard Project Grant"	"Tackling heterogeneity in the etiology of major depressive disorder"	"Queensland Institute of Medical Research"	"QLD"	NA	464275	510367	503759	506353	460262	NA	2445015.4	"Public Health"	"GENETICS"	"Quantitative Genetics (incl. Disease and Trait Mapping Genetics)"	"depression"	"pharmacogenetics"	"mental health"	"genetic association"	"risk prediction"	"MRI"
"1086685"	2014-10-17	"Dr Motoko Koyama"	"NHMRC Project Grants"	"New Investigator Grant"	"The role of gut resident antigen presenting cells in graft-versus-host disease"	"Queensland Institute of Medical Research"	"QLD"	NA	132359	132359	132359	NA	NA	NA	397077	"Basic Science"	"IMMUNOLOGY"	"Transplantation Immunology"	"bone marrow transplantation"	"graft versus host disease (GVHD)"	"antigen presentation"	"antigen presenting cells"	"T cell response"	"MRI"
"1086727"	2014-10-17	"Prof Geoffrey Lindeman"	"NHMRC Project Grants"	"Standard Project Grant"	"Elucidating the in vivo role of the pro-survival gene Mcl-1 in mammary gland development and breast cancer"	"Walter and Eliza Hall Institute"	"VIC"	NA	211271	216271	216271	NA	NA	NA	643813	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Cell Biology"	"breast cancer"	"mammary gland cancer"	"apoptosis"	"xenografts"	"developmental biology"	"MRI"
"1086732"	2014-10-17	"Prof Derrick Silove"	"NHMRC Project Grants"	"Standard Project Grant"	"Testing a transgenerational cycles of violence model in Timor-Leste: Impact of maternal anger on childhood aggression."	"University of New South Wales"	"NSW"	NA	162699	162699	167699	172699	177699	NA	843495	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Mental Health"	"psychiatry"	"maternal and child health"	"maternal depression"	"child behaviour"	"child health"	"University"
"1086754"	2014-10-17	"Dr Maya Kansara"	"NHMRC Project Grants"	"Standard Project Grant"	"Targeting the PD-1 pathway in osteosarcoma"	"Garvan Institute of Medical Research"	"NSW"	NA	171815	227824	227824	NA	NA	NA	627462.5	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Molecular Targets"	"osteosarcoma"	"solid tumours"	"translational research"	"targeted therapy"	"anticancer drug action"	"MRI"
"1086770"	2014-10-17	"Dr Keisuke Horikawa"	"NHMRC Project Grants"	"Standard Project Grant"	"Consequences of MYD88 mutations commonly found in human B cell malignancies"	"Australian National University"	"ACT"	NA	127359	127359	173369	NA	NA	NA	428086.5	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Haematological Tumours"	"lymphoma"	"oncogenesis"	"somatic mutation"	"signalling pathways"	"Toll-like receptors"	"University"
"1086774"	2014-10-17	"Dr Susan Rees"	"NHMRC Project Grants"	"Standard Project Grant"	"Identifying specific risk factors for intimate partner violence amongst women refugees during and after pregnancy: associations with mental health and capacity for resettlement."	"University of New South Wales"	"NSW"	NA	321194	321194	163097	NA	NA	NA	805485	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Mental Health"	"women's health"	"refugee health"	"traumatic stress"	"social and cultural issues"	"social determinants of health"	"University"
"1086786"	2014-10-17	"Prof Matthew Cooper"	"NHMRC Project Grants"	"Standard Project Grant"	"Inhibitors of NLRP3 activation for treatment of inflammatory CNS diseases"	"University of Queensland"	"QLD"	NA	306537	374439	310086	NA	NA	NA	991061.65	"Clinical Medicine and Science"	"MEDICINAL AND BIOMOLECULAR CHEMISTRY"	"Biologically Active Molecules"	"inflammation"	"medicinal chemistry"	"central nervous system (CNS) diseases"	"innate immunity"	"drug discovery"	"University"
"1086796"	2014-10-17	"Dr Peter Psaltis"	"NHMRC Project Grants"	"New Investigator Grant"	"A study of the origins of macrophages in healthy and atherosclerotic vasculature focusing on a novel population of resident adventitial macrophage progenitor cells (AMPCs)"	"South Australian Health and Medical Research Institute (SAHMRI)"	"SA"	NA	158709	158709	133709	NA	NA	NA	451125.5	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"atherosclerosis"	"vascular remodelling"	"macrophages"	"progenitor cells"	"vascular development"	"MRI"
"1086804"	2014-10-17	"Dr Daina Sturnieks"	"NHMRC Project Grants"	"Standard Project Grant"	"A randomised controlled trial of cognitive-only and cognitive-motor training to prevent falls in older people: understanding physical, neuropsychological and neural mechanisms"	"University of New South Wales"	"NSW"	NA	314717	354876	349876	339876	199071	NA	1558415	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"accidental falls"	"balance"	"exercise training"	"cognitive therapy"	"brain function"	"University"
"1086817"	2014-10-17	"A/Pr Grigori Rychkov"	"NHMRC Project Grants"	"Standard Project Grant"	"The role of TRPM2 channels in oxidative stress-induced liver damage"	"University of Adelaide"	"SA"	NA	196144	181144	181144	NA	NA	NA	558432.6	"Basic Science"	"MEDICAL PHYSIOLOGY"	"Cell Physiology"	"calcium channels"	"oxidative damage"	"liver injury"	"patch clamp"	"calcium imaging"	"University"
"1086825"	2014-10-17	"Dr Tony Velkov"	"Career Development Fellowships"	"Industry CDF"	"The Hunt for New-generation Lipopeptide Antibiotics Targeting Gram-negative ‘Superbugs’"	"Monash University"	"VIC"	NA	113863	113863	113863	113863	NA	NA	455452	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Clinical Pharmacology and Therapeutics"	"antibiotics"	"antibiotic resistance"	"drug design"	"drug development"	"bacterial infection"	"University"
"1086850"	2014-10-17	"Prof David James"	"NHMRC Project Grants"	"Standard Project Grant"	"Metabolic wiring in adipocytes - unique role in maintaining long-term health"	"University of Sydney"	"NSW"	NA	227825	280728	263835	263835	NA	NA	1036221.5	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Metabolism"	"adipocytes"	"metabolism"	"insulin signalling"	"insulin resistance"	"phosphorylation"	"University"
"1086851"	2014-10-17	"Prof David James"	"NHMRC Project Grants"	"Standard Project Grant"	"Defining factors that contribute to individual diversity in the diet-health axis"	"University of Sydney"	"NSW"	NA	299714	339714	389714	284714	284714	NA	1598568.5	"Basic Science"	"MEDICAL PHYSIOLOGY"	"Systems Physiology"	"gene-environment interaction"	"dietary macronutrients"	"Drosophila melanogaster"	"insulin sensitivity"	"longevity"	"University"
"1086855"	2014-10-17	"Prof Rick Richardson"	"NHMRC Project Grants"	"Standard Project Grant"	"A window of vulnerability: Impaired fear inhibition in adolescent rats"	"University of New South Wales"	"NSW"	NA	80805	80805	161271	NA	NA	NA	322881	"Basic Science"	"PSYCHOLOGY"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"extinction"	"fear"	"adolescence"	"learning"	"neuroscience"	"University"
"1086865"	2014-10-17	"Prof William Tarnow-Mordi"	"NHMRC Project Grants"	"Standard Project Grant"	"Does placental transfusion prevent death and disability in very preterm infants? Childhood follow up in the NHMRC Australian Placental Transfusion Study."	"University of Sydney"	"NSW"	NA	222187	159980	219980	252343	NA	NA	854490.35	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"developmental outcomes"	"disability"	"transfusion"	"premature birth"	"cord blood"	"University"
"1086887"	2014-10-17	"A/Pr Julie Atkin"	"NHMRC Project Grants"	"Standard Project Grant"	"Disruption to intracellular trafficking as a central pathogenic mechanism in amyotrophic lateral sclerosis (ALS)"	"Macquarie University"	"NSW"	NA	189718	189718	204718	80000	NA	NA	664154	"Basic Science"	"NEUROSCIENCES"	"Neurology and Neuromuscular Diseases"	"motor neuron disease (MND)"	"ageing"	"microtubules"	"apoptosis of neurons"	"trafficking"	"University"
"1086952"	2014-10-17	"Dr Claire Waddington"	"NHMRC Project Grants"	"Standard Project Grant"	"Optimising rotavirus vaccine effectiveness in Aboriginal children: a double blinded randomised trial of rotavirus vaccine given to infants 6 to 12 months old."	"University of Western Australia"	"WA"	NA	643778	816998	341741	265764	265037	NA	2333317.5	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal health"	"diarrhoeal disease"	"vaccine strategy"	"randomised controlled trial (RCT)"	"rotavirus infection"	"University"
"1086977"	2014-10-17	"Dr Edwin Hawkins"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"In vivo imaging of protective and malignant B cell function"	"University of Melbourne"	"VIC"	NA	102942	102942	102942	102942	NA	NA	411768	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"immunology"	"cancer"	"leukaemia"	"B cells"	"imaging"	"University"
"1086993"	2014-10-17	"Dr Nicolas Plachta"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Seeing How Mammalian Life Starts: Quantitative Single-Cell Imaging of Living Embryos"	"Monash University"	"VIC"	NA	102942	102942	102942	102942	NA	NA	411768	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Development, Proliferation and Death"	"cell biology"	"developmental biology"	"imaging"	"mouse models"	"cell differentiation"	"University"
"1087006"	2014-10-17	"A/Pr Stanley Luchters"	"NHMRC Project Grants"	"Standard Project Grant"	"Reducing unintended pregnancies among female sex workers in Kenya using mHealth: a cluster randomised trial"	"Macfarlane Burnet Institute for Medical Research and Public Health"	"VIC"	NA	195622	280535	230535	NA	NA	NA	706692.35	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Health Promotion"	"family planning"	"women's health"	"health promotion"	"prostitution"	"randomised controlled trial (RCT)"	"MRI"
"1087045"	2014-10-17	"Dr James McAuley"	"NHMRC Project Grants"	"Standard Project Grant"	"Resolve: A new treatment - sensorimotor retaining with Explaining pain - for chronic low back pain."	"University of New South Wales"	"NSW"	NA	232270	314343	314343	108897	NA	NA	969852.4	"Clinical Medicine and Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"pain management"	"physiotherapy management"	"chronic back pain"	"randomised controlled trial (RCT)"	"primary care"	"University"
"1087062"	2014-10-17	"Dr Camille Raynes-Greenow"	"Career Development Fellowships"	"Population Health CDF"	"Reducing the global burden of disease in maternal and child health through public health intervention research."	"University of Sydney"	"NSW"	NA	102942	102942	102942	102942	NA	NA	411768	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"public health"	"maternal and child health"	"epidemiology"	"obstetrics"	"environmental risk factors"	"University"
"1087114"	2014-10-17	"A/Pr Melinda Fitzgerald"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Innovative and multi-disciplinary treatment strategies for secondary degeneration following neurotrauma"	"University of Western Australia"	"WA"	NA	113863	113863	113863	113863	NA	NA	455452	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"neurotrauma"	"oxidative stress"	"therapeutics"	"myelin"	"nanotechnology"	"University"
"1087125"	2014-10-17	"Prof Grant Ramm"	"NHMRC Project Grants"	"Standard Project Grant"	"Cellular cross-talk between liver progenitor cells and hepatic stellate cells is required for hepatic fibrogenesis"	"Queensland Institute of Medical Research"	"QLD"	NA	199718	199718	199718	NA	NA	NA	599154	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Gastroenterology and Hepatology"	"hepatic fibrosis"	"hepatic stellate cells"	"progenitor cells"	"cell differentiation"	"chemokines"	"MRI"
"1087172"	2014-10-17	"Dr Sandy Shultz"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Investigating treatments and biomarkers of brain concussion"	"University of Melbourne"	"VIC"	NA	102942	102942	102942	102942	NA	NA	411768	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Neurology and Neuromuscular Diseases"	"concussion"	"translational research"	"biomarkers"	"treatment strategies"	"brain injury"	"University"
"1087192"	2014-10-17	"Prof Katherine Conigrave"	"NHMRC Project Grants"	"Standard Project Grant"	"Better methods to collect self-report data on alcohol use behaviours from Aboriginal and Torres Strait Islander Australians"	"University of Sydney"	"NSW"	NA	296338	561859	416598	616182	218639	NA	2109615	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"indigenous health"	"alcohol consumption"	"questionnaire design"	"population health"	"preventive health"	"University"
"1087200"	2014-10-17	"A/Pr Peter Richmond"	"NHMRC Project Grants"	"Standard Project Grant"	"Comparing pneumococcal vaccines in a high risk population: a randomised controlled trial of immunogenicity, safety and impact on carriage of pneumococcal conjugate and polysaccharide vaccines in infants in Papua New Guinea"	"University of Western Australia"	"WA"	NA	299829	379653	330129	NA	NA	NA	1009610.5	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"pneumococcal vaccination"	"immunisation"	"infant"	"humoral immunity"	"carriage rates"	"University"
"1087224"	2014-10-17	"Prof Nigel Lovell"	"NHMRC Project Grants"	"Standard Project Grant"	"Selective activation of retinal networks in response to high frequency electrical stimulation: a computational modelling, in vitro and in vivo study"	"University of New South Wales"	"NSW"	NA	204718	189718	194718	209718	117359	NA	916231	"Basic Science"	"BIOMEDICAL ENGINEERING"	"Biomedical Engineering nec"	"neuroscience"	"prosthetic design"	"electrophysiology"	"retinal ganglion cell"	"vision"	"University"
"1087248"	2014-10-17	"Prof Michael Murray"	"NHMRC Project Grants"	"Standard Project Grant"	"Development of novel anti-cancer agents based on cytochrome P450-mediated epoxides of  omega-3 fatty acids"	"University of Sydney"	"NSW"	NA	255898	255898	219718	183539	NA	NA	915051.5	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Pharmaceutical Sciences"	"lipid metabolism"	"medicinal chemistry"	"signalling pathways"	"cytochrome P450"	"drug development"	"University"
"1087271"	2014-10-17	"A/Pr Hong Zhou"	"NHMRC Project Grants"	"Standard Project Grant"	"Are Chondrocytes the Target Cells of Glucocorticoid Therapy in Autoimmune Arthritis?"	"ANZAC Research Institute"	"NSW"	NA	174167	174167	179167	NA	NA	NA	527499.8	"Basic Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"glucocorticoids"	"chondrocytes"	"arthritis"	"cartilage"	"joint disease"	"MRI"
"1087290"	2014-10-17	"Prof Cuie Wen"	"NHMRC Project Grants"	"Standard Project Grant"	"Novel biocompatible nickel-free shape memory alloy scaffolds for biomedical applications"	"Swinburne University of Technology"	"VIC"	NA	139595	185774	185774	NA	NA	NA	511143.7	"Clinical Medicine and Science"	"BIOMEDICAL ENGINEERING"	"Biomaterials"	"bone graft"	"orthopaedic surgery"	"biomaterials"	"mechanical properties"	"implants"	"University"
"1087297"	2014-10-17	"Prof Christopher Liddle"	"NHMRC Project Grants"	"Standard Project Grant"	"Exploiting the pharmacokinetic and pharmacodynamic properties of bile acid receptor agonists to treat liver disease"	"University of Sydney"	"NSW"	NA	129167	157969	167969	172969	NA	NA	628074.95	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Basic Pharmacology"	"pharmacodynamics"	"pharmacokinetics"	"therapeutics"	"bile acids"	"pharmacology"	"University"
"1087308"	2014-10-17	"Prof Robert Saint"	"NHMRC Project Grants"	"Standard Project Grant"	"Targeting chromosomal instability by metabolic stress"	"University of Adelaide"	"SA"	NA	197824	197824	197824	NA	NA	NA	593472	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Development, Proliferation and Death"	"aneuploidy"	"cancer cell biology"	"cell cycle control"	"metabolic stress"	"Drosophila melanogaster"	"University"
"1087341"	2014-10-17	"Dr Sheila Donnelly"	"NHMRC Project Grants"	"Standard Project Grant"	"A helminth-derived peptide is a novel prophylactic and therapeutic treatment for autoimmune disease"	"University of Technology Sydney"	"NSW"	NA	191646	291240	155774	NA	NA	NA	638660.3	"Basic Science"	"MEDICAL BIOTECHNOLOGY"	"Gene and Molecular Therapy"	"autoimmune disease"	"diabetes"	"peptides"	"parasite"	"macrophages"	"University"
"1087355"	2014-10-17	"Prof Henry Krum"	"NHMRC Project Grants"	"Standard Project Grant"	"Mechanisms underlying the contribution of uremic toxins to cardiorenal syndrome"	"Monash University"	"VIC"	NA	130196	140196	130196	NA	NA	NA	400587.7	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"renal physiology"	"heart failure"	"drug therapy"	"uraemia"	"toxins"	"University"
"1087407"	2014-10-17	"A/Pr Scott Wilson"	"NHMRC Project Grants"	"Standard Project Grant"	"Epigenetic regulation of thyroid function"	"University of Western Australia"	"WA"	NA	419520	303721	145805	NA	NA	NA	869045.8	"Clinical Medicine and Science"	"GENETICS"	"Epigenetics (incl. Genome Methylation and Epigenomics)"	"thyroid hormones"	"thyroid stimulating hormone (TSH)"	"thyroid dysfunction"	"thyroiditis"	"methylation"	"University"
"1087408"	2014-10-17	"A/Pr Cecile King"	"NHMRC Project Grants"	"Standard Project Grant"	"Interleukin signalling in CD4+ T cell differentiation"	"Garvan Institute of Medical Research"	"NSW"	NA	214378	214378	214378	NA	NA	NA	643134	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"T cell subset"	"T cell immunity"	"immune function"	"differentiation"	"autoimmune disease"	"MRI"
"1087560"	2014-10-17	"Dr Mayuresh Korgaonkar"	"NHMRC Project Grants"	"Standard Project Grant"	"Brain Connectivity Imaging Markers to Confirm Diagnosis for Bipolar vs. Unipolar Depression – A Connectome Approach."	"University of Sydney"	"NSW"	NA	139352	154352	124352	NA	NA	NA	418055.7	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Psychiatry (incl. Psychotherapy)"	"neuroimaging"	"bipolar disorder"	"depression"	"diagnosis"	"risk prediction"	"University"
