"APP ID"	"Date Announced"	"CIA_Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1124721	2016-12-03	"Prof Darryl Eyles"	"Project Grants"	"Standard Project Grant"	"Maternal vitamin D supplementation in a maternal immune activation model of schizophrenia: mechanisms of prevention"	"University of Queensland"	"QLD"	"University"	"2017"	"2020"	523364	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"psychiatry"	"vitamin D"	"animal model"	"schizophrenia"	"maternal nutrition"	"Maternal infection and vitamin D deficiency during pregnancy increase the risk of children developing schizophrenia. We model these risk factors in pregnant mice. Offspring produce schizophrenia-like behaviours. When pregnant mice with experimental inflammation are treated with the hormonally active form of vitamin D this completely abolished all schizophrenia-like behaviours in offspring. We want to a) understand this mechanism, b) replicate using a form of vitamin D safe-to-use in humans."
1124723	2016-12-03	"Prof Herbert Herzog"	"Project Grants"	"Standard Project Grant"	"Neuronal integration of taste and energy"	"Garvan Institute of Medical Research"	"NSW"	"Research"	"2017"	"2021"	1214852	"Basic Science"	"NEUROSCIENCES"	"Neurosciences not elsewhere classified"	"energy balance"	"neuropeptide Y (NPY)"	"food intake"	"neuronal response"	"receptor signalling"	"Sweet taste is generally associated with calorie rich diet. In the brain this information is used to adjust the amount of food that is eaten and how hungry one feels. Disrupting this balance by supplementing food with artificial sweeteners, which have no caloric content, represents a challenge for the brain. However, specific neuronal pathways are in place to correct this imbalance of calorie to taste and we are interested to identify the major component of these pathways."
1124724	2016-12-03	"Prof Darryl Eyles"	"Project Grants"	"Standard Project Grant"	"A new animal model of the prodrome in schizophrenia. Enhanced Dopamine in Prodromal Schizophrenia (EDiPs)"	"University of Queensland"	"QLD"	"University"	"2017"	"2020"	571990	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"psychiatry"	"animal model"	"schizophrenia"	"dopamine"	"adolescent"	"Psychiatrists now recognize a pre-symptomatic stage is present in people at risk of developing schizophrenia. Using new brain imaging techniques we now know that some of these individuals have changes in a major neurotransmitter, dopamine, prior to being diagnosed. We have developed a new model in animals, which recreates these exact same changes at a comparable age. We want to now understand what are the broader effects in the brain and try and block these changes in dopamine with new drugs."
1124706	2016-12-03	"Prof William Heath"	"Project Grants"	"Standard Project Grant"	"Targeting antigen to Clec9A on dendritic cell for humoral immunity"	"University of Melbourne"	"VIC"	"University"	"2017"	"2019"	744624	"Basic Science"	"IMMUNOLOGY"	"Humoural Immunology and Immunochemistry"	"dendritic cell"	"B cells"	"T cells"	"vaccines"	"receptors"	"Dendritic cells capture infectious organisms and display them to other immune cells to initiate immunity. The process of capturing organisms requires dendritic cells to express a variety of cell-surface receptors that detect components carried by infectious agents. Here we will examine the efficacy of attaching vaccine components to a targeting agent that binds one of these receptors with the aim of enabling dendritic cells to efficiently kick-start immunity against vaccine components."
1124681	2016-12-03	"Dr Tri Phan"	"Project Grants"	"Standard Project Grant"	"Determining the unique processes that control memory B cell-mediated secondary antibody responses"	"Garvan Institute of Medical Research"	"NSW"	"Research"	"2017"	"2020"	853644.2	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"B cells"	"antibody"	"germinal centre"	"vaccine"	"immunity"	"Vaccines educate the immune system by training memory cells to make neutralizing antibodies when it re-encounters the pathogen. However, where and how these memory cells are activated in the secondary antibody response in immune animals remain unknown. Here we use cutting edge technologies to fate map and gene profile memory cells  and determine the molecular switches that control the secondary antibody response. This will be complemented by human vaccine studies."
1124680	2016-12-03	"Dr Matthew Parsons"	"Project Grants"	"Standard Project Grant"	"Prevention of HIV-1 infection by adeno associated virus vector-delivered broadly neutralizing antibodies or antibody-like molecules"	"University of Melbourne"	"VIC"	"University"	"2017"	"2019"	875854	"Basic Science"	"IMMUNOLOGY"	"Applied Immunology (incl. Antibody Engineering, Xenotransplantation and T-cell Therapies)"	"antibody"	"human immunodeficiency virus (HIV)"	"acquired immunodeficiency syndrome (AIDS)"	"Fc receptors"	"primate"	"A promising neutralizing molecule has boosted hopes of an HIV vaccine. It remains unknown how well this molecule prevents HIV infection under conditions reflecting “real world” exposure, including exposure to HIV in the form of cells carrying virus or free-floating virus in the presence of semen. We will assess this molecule for their ability to inhibit transmission of HIV-like viruses under these conditions. These experiments will define requirements to protect against HIV infection."
1124673	2016-12-03	"Prof Philip Board"	"Project Grants"	"Standard Project Grant"	"Glutathione transferase Omega 1 as a novel target for sepsis and other inflammatory disorders."	"Australian National University"	"ACT"	"University"	"2017"	"2020"	694470.5	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Pharmacology and Pharmaceutical Sciences not elsewhere classified"	"glutathione S-transferases"	"sepsis"	"inflammation"	"Toll-like receptors"	"enzyme inhibitors"	"Sepsis is a major clinical problem that causes more deaths in Australia than breast, prostate or colon cancer. The deaths result from an overwhelming systemic inflammatory response to infection. We have discovered that this response is dependent on an enzyme called GSTO1-1 and that inhibitors  can block the inflammatory response . In this study we will identify new drug like compounds that can inhibit GSTO1-1 and prevent death from sepsis."
1124675	2016-12-03	"A/Pr Adam Deane"	"Project Grants"	"Standard Project Grant"	"Re-EValuating the Inhibition of Stress Erosions (REVISE): Gastrointestinal bleeding prophylaxis in ICU"	"University of Sydney"	"NSW"	"University"	"2017"	"2021"	2955164.2	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Intensive Care"	"intensive care medicine"	"critical care medicine"	"randomised controlled trial (RCT)"	"drug safety"	"gastrointestinal"	"Around 50,000 patients in Australian Intensive Care Units receive a drug called pantoprazole each year with the aim of preventing bleeding from the gut. Recent research suggests this practice is ineffective and may harm patients by increasing their risk of serious infections. We will perform a definitive study to determine whether the widespread use of pantoprazole is beneficial or harmful."
1124670	2016-12-03	"Prof Karlheinz Peter"	"Project Grants"	"Standard Project Grant"	"Targeting Activated Platelets: A novel innovative approach for the sensitive detection and therapeutic targeting of various cancers and their metastases"	"Baker IDI Heart and Diabetes Institute"	"VIC"	"Research"	"2017"	"2019"	948447	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Diagnosis"	"cancer detection"	"cancer treatment"	"platelets"	"molecular imaging"	"antibody engineering"	"Early detection and selective therapy is critical for the survival of patients with cancer. We have shown in pilot experiments that platelets accumulate at the site of tumours and thus provide the opportunity to diagnose and localise cancer and its metastases. Based on this and also newly developed biotechnological tools we aim to develop multiple innovative imaging technologies. Furthermore, we will develop novel tumour-targeted and thus tumour site-specific, side-effect poor cancer treatments."
1124606	2016-12-03	"Dr Peter Stanton"	"Project Grants"	"Standard Project Grant"	"The importance of the blood-testis barrier in human infertility"	"Monash University"	"VIC"	"University"	"2017"	"2019"	560952.5	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"testis"	"growth factor regulation"	"activin"	"disease mechanisms"	"Sertoli cell"	"The blood-testis barrier (BTB) shields developing sperm from the circulation and immune system, which would see them as ‘foreign’. Loss of BTB function leads directly to infertility. Curiously, how the BTB ‘opens’ and ‘closes’ to allow entry without causing a ‘leak’ is unknown. We believe that activin A is the main gatekeeper, but this growth factor is also important in inflammation. Our goals are to show how activin A allows sperm cells entry, and how inflammatory diseases impact the BTB."
1124604	2016-12-03	"Dr Victoria Manning"	"Project Grants"	"Standard Project Grant"	"A randomised controlled trial of Cognitive Bias Modification training during early recovery from alcohol dependence"	"Monash University"	"VIC"	"University"	"2017"	"2019"	531685.4	"Clinical Medicine and Science"	"PSYCHOLOGY"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"alcohol dependence"	"addiction treatment"	"neuropsychology"	"intervention study"	"randomised controlled trial (RCT)"	"Relapse to alcohol dependence often occurs within days of detoxification, partly because alcohol-dependent people are easily triggered to approach alcohol-related cues. Computerised “brain-training” programs may reduce this “approach bias”, reducing risk of relapse. We aim to conduct a multi-site trial testing the effects of this training on alcohol relapse, and to estimate the savings to the health care system that could be achieved by conducting this treatment during inpatient detoxification."
1124567	2016-12-03	"Prof Mary Collins Chebib"	"Project Grants"	"Standard Project Grant"	"The awakening:GABA-A receptors as targets for improving motor function"	"University of Sydney"	"NSW"	"University"	"2017"	"2019"	735498	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Basic Pharmacology"	"ion channels"	"drug targeting"	"structure-activity relationships"	"animal model"	"electrophysiology"	"Zolpidem (Stilnox) is a “sleeping pill” that is reported \"awaken\" people with severe motor, memory and speech disabilities that result from stroke or other brain injury. We have identified a novel target by which zolpidem can exert these effects. This project will characterise this target and assess drug effects in models of stroke."
