"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1143321	2017-12-06	"A/Pr Livia Hool"	"Project Grants"	"Standard Project Grant"	"How does sudden cardiac death occur in familial hypertrophic cardiomyopathy?"	"University of Western Australia"	"WA"	"University"	2018	2021	1312606	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"calcium channels"	"ion channels"	"cardiomyopathy"	"electrophysiology"	"arrhythmia"	"Familial hypertrophic cardiomyopathy is a leading cause of sudden cardiac death but the mechanisms for the induction of arrhythmia are unknown. This proposal  has the potential to impact sudden death in the young and enable significant expansion of Australia’s research capacity into the treatment of familial hypertrophic heart disease in humans."
1143203	2017-12-06	"Dr Helena Viola"	"Project Grants"	"New Investigator Grant"	"Innovative use of hydrogel technology to recapitulate and investigate cardiac pathology."	"University of Western Australia"	"WA"	"University"	2018	2020	716162	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiovascular medicine and Haematology nec"	"cardiomyopathy"	"electrophysiology"	"mitochondrial function"	"cytoskeletal components"	"cardiac function"	"Hypertrophic cardiomyopathy is the leading cause of sudden death in the young. No treatment exists that can reverse or prevent it, primarily because the underlying mechanisms of the disease have not been fully elucidated. I will use innovative hydrogel technology to simulate the disease state. I will use this as a tool to identify the mechanisms involved with development of the disease. This will enable identification of potential therapeutic targets for prevention of the disease."
1142883	2017-12-06	"Prof Tom Brett"	"Partnerships"	"Partnership Project for Better Health"	"An intervention to improve the detection and management of Familial Hypercholesterolaemia in primary care"	"University of Notre Dame"	"WA"	"University"	2018	2020	518588.4	"Health Services Research"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"general practice"	"primary care"	"hypercholesterolaemia"	"cardiovascular disease"	"family risk factors"	"Familial hypercholesterolaemia (FH) is an inherited condition affecting 45,000 Australians, with 10% diagnosed. FH has been managed mainly through hospital clinics with the majority under-treated despite effective primary care treatment being available. The application integrates specialist and primary care management with data fed into the new national FH registry. It is a partnership between 7 Universities and 5 States: service providers; community organisations; policy managers and industry."
1142505	2017-12-06	"Dr Luke Garratt"	"Project Grants"	"Standard Project Grant"	"Epithelial Drivers of Neutrophil Plasticity in Early Cystic Fibrosis Lung Disease"	"University of Western Australia"	"WA"	"University"	2018	2021	849462	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"cystic fibrosis"	"neutrophils"	"epithelial biology"	"innate immunity"	"airway inflammation"	"Why airway inflammation becomes chronic so early in life for people with cystic fibrosis (CF) is unclear. This project will use the latest techniques to characterise immune cells found in airways of infants with CF and model in the laboratory how immune cells react to the CF airway. We will challenge CF airway cells with different bugs that can infect the lung, then see if the responses by CF airway cells can change the normal response of immune cells, triggering chronic disease."
1141847	2017-12-06	"Prof Ruth Ganss"	"Project Grants"	"Standard Project Grant"	"Small molecule inhibitors to reprogram the tumour environment and improve immunotherapy"	"University of Western Australia"	"WA"	"University"	2018	2020	784519.5	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Solid Tumours"	"angiogenesis"	"tumour immunotherapy"	"macrophages"	"drug effects"	"signalling pathways"	"Cancer blood vessels are different to normal blood vessels; they help cancer cells to spread and stop immune cells in their tracks. We have identified drugs which help to make cancer blood vessels more normal and also bring immune cells into the cancer core. We will test these drugs in combination with immunotherapies, a new treatment option which has not reached its full potential in the clinic. Since our drug candidates are already in clinical use, we expect to fast track clinical development."
1141552	2017-12-06	"Prof Alan James"	"Project Grants"	"Standard Project Grant"	"Heterogeneity of airway smooth muscle remodelling in asthma"	"University of Western Australia"	"WA"	"University"	2018	2020	623078	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"asthma"	"airway smooth muscle"	"phenotype"	"airway remodelling"	"airway hyper-responsiveness"	"Increased smooth muscle in the airways causes excessive narrowing and asthma symptoms. The distribution of the increased muscle in the lung varies between people with asthma and may determine how severe the asthma is and what treatments are best. This project will use tissues from many cases of asthma to map this distribution and will use laser scanning in the airways to develop a test to safely examine the smooth muscle in living people, in order to better treat or prevent asthma."
9000461	2017-12-06	"Mr Robert Roche"	"Equipment Grant"	"Equipment Grant"	"2017 Equipment Grant"	"University of Western Australia"	"WA"	"University"	2017	2017	236350.78	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"
9000494	2017-12-06	"Ms Carol Beetles"	"Equipment Grant"	"Equipment Grant"	"2017 Equipment Grant"	"Edith Cowan University"	"WA"	"University"	2017	2017	11444.24	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"
9000496	2017-12-06	"Ms Jane Crier"	"Equipment Grant"	"Equipment Grant"	"2017 Equipment Grant"	"Murdoch University"	"WA"	"University"	2017	2017	9291.56	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"
1151496	2017-12-06	"Ms Samantha Colledge"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Increasing knowledge of mental and physical harms among people who inject drugs"	"University of New South Wales"	"NSW"	"University"	2018	2020	87302	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"injecting drug use"	"suicide"	"disease prevention"	"overdose"	"injury prevention"	"People who inject drugs (PWID) commonly experience a range of health problems. These include injecting-related injuries and non-viral diseases (e.g. endocarditis), drug overdose and mental health problems. With a focus on reducing the presence of these harms among the injecting population, the proposed research aims to better understand the factors that contribute to PWID experiencing, or not experiencing, such harms."
1150989	2017-12-06	"Dr Matthew Grant"	"Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"An exploration of the nature and meaning of informal communities in cancer treatment"	"Monash University"	"VIC"	"University"	2018	2020	91454.5	"Health Services Research"	"COGNITIVE SCIENCE"	"Cognitive Science not elsewhere classified"	"psycho-oncology"	"sociology"	"communications/social research"	"community"	"social support networks"	"The interactions that occur in cancer treatment with other patients, family members and staff are often unavoidable. Recent research examining patient's interactions has demonstrated the importance of these communications, as social support, a forum to exchange information and ideas, and a gathering of people facing the same challenges. This study aims to examine the role of these interactions between patients, staff and family members to explore the purposes and effects of these interactions."
1150288	2017-12-06	"Dr Angela Nicholas"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Building a suicide prevention campaign targeted at family members and friends of those at risk of suicide"	"University of Melbourne"	"VIC"	"University"	2018	2019	43901	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Mental Health"	"suicide prevention"	"public health"	"population health"	"community"	"lived experiences"	"This research consists of a series of four studies that aim to identify the most appropriate messages for a suicide prevention campaign aimed at family members and friends of a person at risk of suicide. This campaign would aim to increase the likelihood that those family members and friends would identify that person's risk and intervene in an appropriate way to keep them safe and encourage them to get the professional help they need."
1150284	2017-12-06	"Dr Madeleine Ferrari"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Self-compassion: Promoting resilience and wellbeing in adolescent populations"	"University of Sydney"	"NSW"	"University"	2018	2020	68012.67	"Clinical Medicine and Science"	"PSYCHOLOGY"	"Health, Clinical and Counselling Psychology"	"adolescence"	"clinical psychology"	"mental health"	"early intervention"	"chronic illness"	"The importance of targeting early symptoms of poor mental health in adolescence cannot be underestimated. Self-compassion is linked with psychological wellbeing and may serve as a protective mechanism against psychopathological trajectories. I will investigate self-compassion in adolescence, and develop two early-intervention programs; for a high-school and a chronic illness population. To investigate this, my PhD will involve 2 empirical studies, meta-analysis, and 2 intervention studies."
1150083	2017-12-06	"Prof Patrick Sexton"	"Program Grants"	"Program Grant"	"Translating membrane proteins into therapeutics; from bedside to bench"	"Monash University"	"VIC"	"University"	2019	2023	9466000	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Basic Pharmacology"	"G protein-coupled receptors"	"membrane lipids"	"membrane protein"	"cell signalling"	"schizophrenia and related disorders"	"Membrane proteins are the principal gatekeepers for control of cellular response, with G protein-coupled receptors (GPCRs) the largest family of cell surface proteins. These proteins are critically important for pathophysiological control, and are a major target for drug discovery. Nonetheless drug attrition due to lack of clinical efficacy remains high. We are combining cell biology, clinical management and drug discovery science to enable more effective therapeutic translation."
