"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1163662	2018-12-12	"Dr Nicholas Eyre"	"Project Grants"	"Standard Project Grant"	"Molecular dissection of the dengue virus NS1 protein"	"University of Adelaide"	"SA"	"University"	638031	"Basic Science"	"Medical Virology"	"dengue virus"	"viral replication"	"systems biology"	"functional genomics"	"imaging"	"Over half of the world’s population is at risk of infection with pathogenic flaviviruses such as dengue virus (DENV) and Zika virus (ZIKV). Unfortunately there are no antiviral therapies or safe and effective vaccines. In this project we will employ advanced genomics, sensing and imaging techniques to reveal new details about the exact functions and interactions of the multifunctional viral NS1 protein. This understanding will expedite development of antiviral strategies directed against NS1."
1163689	2018-12-12	"Prof Stuart Kinner"	"Project Grants"	"Standard Project Grant"	"Health service utilisation and preventable mortality in justice-involved young people: A national, retrospective data linkage study"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	850614.6	"Health Services Research"	"Epidemiology"	"prison population"	"mortality"	"data linkage"	"health services research"	"adolescent health"	"We propose to link national youth justice data with national emergency department, hospital, Medicare, PBS, and mortality records. Our findings will provide the first ever detailed description of patterns of health service contact in these highly vulnerable young people, and identify associations between health service contact and mortality risk. Informed by these findings, we will generate practice-based evidence regarding ways to improve health outcomes for these vulnerable young Australians."
1163732	2018-12-12	"A/Pr Julie McMullen"	"Project Grants"	"Standard Project Grant"	"New therapies targeting the IGF1-PI3K pathway for the failing heart"	"Baker Heart and Diabetes Institute"	"VIC"	"Research Institutes"	990949.25	"Basic Science"	"Cardiology (incl. Cardiovascular Diseases)"	"mouse models"	"heart failure"	"gene delivery"	"gene therapy"	"sheep"	"There remains an unmet need for therapies for the failing heart. In this proposal we will develop and evaluate new therapies targeting a key protective pathway in the heart. Our overall hypothesis is that the new therapies will reduce heart cell death and improve function of the failing heart."
1163738	2018-12-12	"Prof Cheryl Dissanayake"	"Project Grants"	"Standard Project Grant"	"School-age Outcomes of Children with Autism Spectrum Disorder and Parental Wellbeing: Investigations on the contribution of Method-of-Referral and Age-of-Diagnosis"	"La Trobe University"	"VIC"	"University"	473474.7	"Public Health"	"Developmental Psychology and Ageing"	"autism spectrum disorders"	"developmental outcomes"	"childhood"	"parents"	"diagnostic issues"	"To inform policy changes to enable earlier identification and diagnosis of the most prevalent early childhood condition, Autism Spectrum Disorder, so they may access services in a timely manner, it is critical to establish: 1. the impact of early diagnosis on developmental outcomes for children and their parents; 2. whether method of referral for a diagnosis impact these same outcomes; and 3. the cost effectiveness of early referral, diagnosis and timely access to intervention."
1163748	2018-12-12	"Prof Anthony Cunningham"	"Project Grants"	"Standard Project Grant"	"Defining pathways of epithelial spread of Herpes simplex virus after genital infection"	"University of Sydney"	"NSW"	"University"	863035.4	"Basic Science"	"Medical Virology"	"virus pathogenesis"	"herpes simplex virus (hsv)"	"skin infections"	"skin immunology"	"human immunodeficiency virus (hiv)"	"When herpes simplex virus infects genital skin, it spreads down to infect nerves, ultimately resulting in lifelong infection, or to immune cells to initiate a controlling immune response. Elucidation of these pathways will help determine the targeting of an effective preventative vaccine. Furthermore these studies will also determine how HIV infection and spread is enhanced by prior herpes co-infection, guiding methods to prevent HIV acquisition through herpes lesions."
1163763	2018-12-12	"Dr Zhi Yi ONG"	"Project Grants"	"Standard Project Grant"	"Neural mechanisms underlying the effects of glucagon-like peptide-1 on alcohol intake"	"University of New South Wales"	"NSW"	"University"	496812	"Basic Science"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"alcohol"	"mechanism of action"	"neuropharmacology"	"dopamine"	"animal model"	"Alcohol use disorder (AUD) is a major health issue with high morbidity and mortality rates. Current pharmacotherapies for AUD are however, limited with modest efficacy. Our project examines glucagon-like peptide-1 (GLP-1) as a novel pharmacotherapy for AUD, and investigates the underlying brain mechanisms. Outcomes from this study will provide new information on the brain circuits that contribute to GLP-1's effects on alcohol intake to help guide the development of novel AUD pharmacotherapies."
1163790	2018-12-12	"Dr Amy Chung"	"Project Grants"	"Standard Project Grant"	"Identification of functional antibodies that control Mycobacterium Tuberculosis"	"University of Melbourne"	"VIC"	"University"	737192	"Basic Science"	"Humoural Immunology and Immunochemistry"	"antibody"	"tuberculosis"	"humoral immunity"	"monoclonal antibody"	"b cells"	"Mycobacterium tuberculosis (MTB) infects one third of the global population, with 10.2 million new cases of TB and 1.1 million million deaths in 2015. This study aims to identify antibodies that target MTB from people that naturally control MTB infection for use as monoclonal antibody therapeutics. We will also identify the immune signals required to induce these protective antibodies. Ultimately, this study will guide the development of future MTB vaccines, therapeutics and diagnostics tools."
1163814	2018-12-12	"Dr Jesse Goyette"	"Project Grants"	"Standard Project Grant"	"Signal integration of chimeric antigen receptors and the inhibitory Programmed cell death protein 1 receptor"	"University of New South Wales"	"NSW"	"University"	486811	"Basic Science"	"Signal Transduction"	"signalling pathways"	"t cell immunotherapy"	"t cell receptor"	"cancer immunotherapy"	"signal transduction"	"T cells recognise and kill infected or cancerous cells and tolerate healthy tissue by integrating information from activating and inhibitory surface receptors. Activating receptors engineered to target cancer show great promise as therapies but their sensitivity to endogenous inhibitory receptors, which cancers exploit, is unknown. We will use powerful biochemical and microscopy techniques to probe this question. The results will inform the design of more effective anti-cancer therapeutics."
1163835	2018-12-12	"A/Pr Marc Ruitenberg"	"Project Grants"	"Standard Project Grant"	"Understanding the mechanism of action for intravenous immunoglobulin (IVIG) therapy in spinal cord injury"	"University of Queensland"	"QLD"	"University"	605363.4	"Basic Science"	"Neurology and Neuromuscular Diseases"	"spinal cord injury"	"neuroinflammation"	"immunomodulation"	"fc receptors"	"complement c5a"	"Traumatic spinal cord injury is an important and costly cause of disability in Australia. The body's immune system plays a key role in the recovery from such injuries, but treatments to effectively target post-traumatic inflammation are lacking. This grant will test a promising new therapy, intravenous immunoglobulin (IVIG), and in particular uncover what cells and molecules are targeted by it so that we can better treat individuals affected by these devastating injuries."
1163841	2018-12-12	"Prof Alan Cass"	"Project Grants"	"Standard Project Grant"	"NT Safety and Efficacy of Iron in Haemodialysis Study"	"Menzies School of Health Research"	"NT"	"Research Institutes"	2946434.8	"Clinical Medicine and Science"	"Nephrology and Urology"	"indigenous health"	"dialysis"	"anaemia"	"clinical trial"	"iron deficiency"	"One in 50 Indigenous adults in the NT need dialysis to stay alive. People on dialysis have anaemia, usually complicated by iron deficiency. Usual treatment includes EPO and intravenous iron. Indigenous dialysis patients also have high rates of severe infection response to treatment can be poor. We do not know the balance of risk and benefit for iron treatment. The Iron Infusion Study will provide rigorous evidence and potentially benefit the majority of Indigenous haemodialysis patients."
1163861	2018-12-12	"Prof Richard Lake"	"Project Grants"	"Standard Project Grant"	"How genetic background influences the development of mesothelioma (in asbestos exposed populations)"	"University of Western Australia"	"WA"	"University"	809405.2	"Basic Science"	"Cancer Cell Biology"	"mesothelioma"	"asbestos"	"mouse models"	"disease aetiology"	"cancer prevention"	"Mesothelioma is an incurable asbestos induced cancer. We think that a person’s genetic makeup plays a large part in their sensitivity to asbestos and this project aims to figure out which specific genes have this property. The results will help us to identify which asbestos-exposed people and their families are most at risk of developing mesothelioma. But perhaps more importantly this work will help to identify new targets for the next generation of treatments for this cancer."
1163862	2018-12-12	"Prof Paul Gleeson"	"Project Grants"	"Standard Project Grant"	"Defining the anterograde and endocytic trafficking pathways in primary neurons; relevance to dysfunctional trafficking of BACE1 and APP in Alzheimer’s disease"	"University of Melbourne"	"VIC"	"University"	674920	"Basic Science"	"Protein Trafficking"	"membrane trafficking"	"secretory pathway"	"neurons"	"endosomes"	"golgi complex"	"Alzheimer’s disease results from toxic peptides arising from the cleavage of a large molecule called APP in the brain. The production of toxic peptides is normally regulated by the transport of APP molecules between compartments inside the cell. In Alzheimer’s disease, the APP transport pathways are altered leading to high levels of toxic peptide.This research will discover the basis for the altered transport of APP in disease, information which could allow new approaches for dementia treatment."
