Year,Name,"Award Category",Award,"Higher Education Institution","Partner (where applicable)",Discipline,"Project Title","ORCID ID"
2002,"Mary-Ann Breen","Early Career","Postgraduate Scholarship Programme","University of Limerick",,AHSS,"The Centrality of Work as a Life Interest from  Workaholics, Organisations and Family Perspectives",
2002,"Matthias Borscheid","Early Career","Postgraduate Scholarship Programme","Maynooth University",,AHSS,"Funding of Local Area Partnership Companies in Ireland: An Empirical and Theoretical Analysis",
2002,"Maura Ni Cheallaigh","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"The Establishment of Modern Irish Monuments: The Concept of Archaeological Monuments in Ireland between 1800 and 1930",
2002,"Maura O'Neill","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"Frege's Logicism: A Kantian Project?",
2002,"Megan Woods","Early Career","Postgraduate Scholarship Programme","University of Limerick",,AHSS,"Destination Quality Management: The Development of a Conceptual Framework and a Critical Analysis of Best Practice",
2002,"Michael Dillane","Early Career","Postgraduate Scholarship Programme","University of Limerick",,AHSS,"Developing a Framework for Strategic Innovation Management:  A Case for its Adoption in Irish Small and Medium-Sized Service Firms",
2002,"Michael Doherty","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"Irish Trade Union Members and Social Partnership",
2002,"Michael Gerard Kearney","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,AHSS,"Information Intervention and International Human Rights Law",
2002,"Michael Harrigan","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"La Représentation de l'Autre dans le Recit de Voyage Français en Orient du XVIIe Siécle ",
2002,"Michael Mulqueen","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"The Hottest Places in Hell? Irish Neutrality in a New Security Climate",
2002,"Michelle Cowley","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"Hypothesis Testing in Chess Players: Problem Solving, Use and Acquisition of Knowledge",
2002,"Neil Maddox","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"Freedom of Assembly and the Nineteenth-Century Party Processions Acts Revisited",
2002,"Niamh Patricia Sweeney","Early Career","Postgraduate Scholarship Programme","University College Cork",,AHSS,"The Decline of Paris as Capital of Modernism: Projection or Effect of Cultural Practice? ",
2002,"Niamh Walsh","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,AHSS,"The Right to Effective Political Participation of Minorities at the National Level ",
2002,"Orla Ryan","Early Career","Postgraduate Scholarship Programme","Dublin City University",,AHSS,"A Comparative Study of Different Types of Moving Image: Analysing Representations through the Technological Shift from Analogue to Digital and its Linkage to the Wider Theme of Fragmentation",
2002,"Patrick Bernhagen","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"Business Political Power, Information Asymmetry and Structural Constraints on Public Policy: The Case of Environmental Regulation",
2002,"Patrick Breen","Early Career","Postgraduate Scholarship Programme","University College Cork",,AHSS,"Prenuptial Agreements in Irish Law: A Comparative Analysis",
2002,"Paul Clear","Early Career","Postgraduate Scholarship Programme","Maynooth University",,AHSS,"Exorcism and the Body: Changing Gender Identities in Early Modern Europe",
2002,"Paul O'Mahoney","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"An Interdisciplinary Study of Ironic Tautology Reversibility and Ubiquity of Discourse",
2002,"Richard Kirwan","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"University and Society in Reformed Central Europe in the Late Sixteenth and Early Seventeenth Centuries ",
2002,"Robert Whelan","Early Career","Postgraduate Scholarship Programme","Maynooth University",,AHSS,"Formative and Motivative Augmented Control: A Relational Frame Account",
2002,"Roisin McLaughlin","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"An Edition on the Middle Irish Metrical Tract Mittelirische Veaslehren",
2002,"Roisin Nic Dhonncha","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,AHSS,"An Amhranaiocht ar an Sean-Nos mar Chleachtas Cultúrtha san Aird Thiar agus san Aird Thoir, Carna, Co. naGaillimhe ",
2002,"Rossella Ragazzi","Early Career","Postgraduate Scholarship Programme","Technological University Dublin",,AHSS,,
2002,"Ruth O'Hara","Early Career","Postgraduate Scholarship Programme","Maynooth University",,AHSS,"The Imperial Court from Rome to Byzantium",
2002,"Sam Gerard Moore","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,AHSS,"The Carrowkeel Passage Tomb Complex Co. Sligo: Spatial Relationships and Position in the Landscape",
2002,"Sarah Swift","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,AHSS,"Prussian the German Literary Imagination 1945-2001",
2002,"Simon Lambrecht","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,AHSS,"A Reassessment of Geis in Early Irish Literature",
2002,"Siobhan Collins","Early Career","Postgraduate Scholarship Programme","University College Cork",,AHSS,"Donne's 'Russet Paw': Discourses of Sexuality in the Poetry of John Donne",
2002,"Siobhan Jones","Early Career","Postgraduate Scholarship Programme","University College Cork",,AHSS,"The Southern Unionist Print Media 1860-1960",
2002,"Siobhan Willis","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,AHSS,"What Price the Right to Remain?",
2002,"Susan Cahill","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"Remapping the Body Politic: Postcolonial Reconfigurations of the Corporeal and the Nation in Contemporary Irish Writing",
2002,"Susanna Olmos","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"A Relevance Theoretic Analysis of Adversative Discourse Connectives in Spanish and English",
2002,"Thomas Byrne","Early Career","Postgraduate Scholarship Programme","Maynooth University",,AHSS,"Irish Jacobites in Eighteenth-Century France: Nathaniel Hooke (1664-1738) and his Entourage",
2002,"Thomas Cummins","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"The Archaeology of Made Soils",
2002,"Tina Dingel","Early Career","Postgraduate Scholarship Programme","University of Limerick",,AHSS,"The Consumer as Citizen: The Re-making of National Identity in Germany, 1920s to 1950s",
2002,"Tom Gormley","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"Workplace Partnership, the Structure of Dialogue and Stakeholder Interests",
2002,"Valerio Potti","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"Variance Decomposition, Risk and Return",
2002,"Vanessa Liston","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"Impact of Ireland's foreign Aid programs on Political Behaviour at the Grassroots level in Kenya",
2003,"Adrian Murphy","Early Career","Postgraduate Scholarship Programme","University College Cork",,AHSS,"Geographies of Intoxication: Drinking, Space and Masculinities in Ireland",
2003,"Aisling Mac Aodha","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"Faghail Craoibhe Chormaic mhic Airt: Eagran Scolartha",
2003,"Andrew Cusack","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"The Proposed Research Project is Conceived as a Comprehensive Survey of the Motif of Wandering in Nineteenth-Century German Literature",
2003,"Anna Ryan","Early Career","Postgraduate Scholarship Programme","University College Cork",,AHSS,"Territory and Process",
2003,"Anne-Laure Kelly","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"The Influence of the United States and American Popular culture in the Work of Rafael Alberti, Luis Cernuda and Federico Garcia Lorca",
2003,"Annette Jorgensen","Early Career","Postgraduate Scholarship Programme","Maynooth University",,AHSS,"This project seeks to create a model for examining how knowledge about food and the environment is constructed in the networks of the Irish organic food movement, and how such patterns of knowledge practices empower the movement in its resistance to industrialised food systems.",
2003,"Brian Donovan","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"Does the Language of Irish Post-Primary Science Textbooks Contribute to, or Inhibit, Teachers' Teaching and Students' Learning Science Content?",
2003,"Brian Foley","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"Whether the Current Rights Jurisprudence of the Supreme Court actually Possesses the Degree of Necessity thereby Claimed",
2003,"Brian Gurrin","Early Career","Postgraduate Scholarship Programme","Maynooth University",,AHSS,"Society and Settlement in East Wicklow: 1660-1800",
2003,"Brid O'Farrell","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,AHSS,"Counteracting Eating Disorders: Establishing a Trust Bond with Self",
2003,"Carmen Adriana Frese","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"The Development of the Romanian Community in Ireland",
2003,"Carol O'Riordan","Early Career","Postgraduate Scholarship Programme","University College Cork",,AHSS,"The aim of this project is to thoroughly examine and describe the manuscript dictionary completed by Peadar J O'Conaill of Carne, Co. Clare.",
2003,"Catherine MacGillycuddy","Early Career","Postgraduate Scholarship Programme","University College Cork",,AHSS,"Syntax and Communication in a Corpus of Political Articles taken from Le Monde and Libération",
2003,"Chiara Dallavalle","Early Career","Postgraduate Scholarship Programme","Maynooth University",,AHSS,"Discovering Common Roots by Sharing Common Places: The Formation of Ethnic Identity within Immigrant Communities in Contemporary Sicily",
2003,"Chiara Garattini","Early Career","Postgraduate Scholarship Programme","Maynooth University",,AHSS,"Irish Infantile Funerary Practices in a European Context",
2003,"Christiane Gernet","Early Career","Postgraduate Scholarship Programme","Dublin City University",,AHSS,"Globalisation and Women's Agency in South America: The Response of Women's Activism",
2003,"Claire Bracken","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"Deconstructing Identity: Postmodern Feminism(s) and Irish Writing and Film",
2003,"Clare Roche","Early Career","Postgraduate Scholarship Programme","University College Cork",,AHSS,"Young Women in Changing Ireland",
2003,"Clement Desbos","Early Career","Postgraduate Scholarship Programme","University of Limerick",,AHSS,"The Emergence of the Anti-Globalisation Movement in France: A study of the Association pour la Taxation des Transactions Financieres pour l'Aide aux Citoyens (ATTAC) from 1997 to 2002",
2003,"Cliona Kelly","Early Career","Postgraduate Scholarship Programme","University College Dublin",,AHSS,"A Comparative Study of the Effects of Frustration in Common and Civil Law Jurisdictions with the Aim of Establishing whether Legislative Reform is Necessary in Ireland and, if so, What Form it Should Take",
2003,"Dagmar Reschke","Early Career","Postgraduate Scholarship Programme","University of Limerick",,AHSS,"This thesis proposes to explore the idea that possible connections may exist between historical prejudice against the societal group termed Roma, and present day discourse about them in the fields of media, academic and political discourse and public opinion.",
2003,"David Collings","Early Career","Postgraduate Scholarship Programme","University of Limerick",,AHSS,"Global or Local? A Qualitative Study of the Institutional Embeddedness of Human Resource Management and Industrial Relations Practices in US Multinational Corporations in Ireland",
