NOMBRE DEL SUJETO DE APOYO ,NOMBRE DEL PROYECTO,SECTOR,MONTO 
BATZ MEXICANA SA DE CV ,DISENO Y DESARROLLO TECNOLOGICO DE BANCO MODULAR DE ENSAYOS DINAMICOS PARA ANALIZAR EL DESEMPENO DE MODULOS DE PEDALES AUTOMOTRICES.,AUTOMOTRIZ," 2,975,600 "
XTI BENEFICIOS SA DE CV,"“PLATAFORMA TECNOLOGICA ADAPTABLE PARA MOVILIDAD, UBICUIDAD, CONVERGENCIA DE REDES Y SERVICIOS DE LA EMPRESA X-TI, PARA GRANDES VOLUMENES DE DATOS”",TECNOLOGÍAS DE LA INFORMACIÓN," 3,653,012 "
TECNOLOGIAS ALTERNATIVAS DEL NORESTE SA DE CV,DISENO Y DESARROLLO DE SISTEMA DE LASER PARA CORTE CON VELOCIDAD Y FOCALIZACION VARIABLES,TECNOLOGÍAS DE LA INFORMACIÓN," 2,171,250 "
VIBRO PRODUCTOS DE OAXACA SA DE CV,"""TABIOVO"", NOVEDOSO SISTEMA CONSTRUCTIVO PARA MUROS",CONSTRUCCIÓN," 2,964,500 "
AQUANIMALS S DE RL DE CV,PLANTA PILOTO AUTOMATIZADA PARA LA REPRODUCCION INTENSIVA DE RANA FORRERI EN CONDICIONES DE CAUTIVERIO,AGROINDUSTRIAL," 2,882,650 "
KAUTEC TECHNOLOGIES SAPI DE CV ,"DESARROLLO E INNOVACION DE UN SISTEMA INTEGRAL A BASE DE CAUCHO RECICLADO Y SU RECUBRIMIENTO CON RESINAS POLIMERICAS PARA SUPERFICIES DEPORTIVAS, INDUSTRIALES Y DECORATIVAS.",PLÁSTICOS," 4,913,570 "
CASA PLARRE SA DE CV ,DISENO Y DESARROLLO DE PROTOTIPO DE MAQUINA DE ANESTESIA AVANZADA,INSTRUMENTACIÓN ELECTROMÉDICA," 1,625,517 "
INVESTIGACION APLICADA SA DE CV,DESARROLLO Y EVALUACION DE UNA VACUNA SUBUNITARIA PARA LA PREVENCION DE PLEURONEUMONIA EN CERDO.,FARMACÉUTICA," 1,040,929 "
PRODUCTOS VERDE VALLE SA DE CV,INNOVACION EN PROCESO DE ESTERILIZACION DE ALIMENTOS PROCESADOS PARA ENVASES FLEXIBLES,ALIMENTOS," 2,178,232 "
BERMEJO SEA PRODUCTS SA DE CV,RECONVERSION BIOLOGICA DE DESECHOS MARINOS Y ACUICOLAS PARA LA OBTENCION DE BIOFERTILIZANTES DE ALTA BIODISPONIBILIDAD POR EL SUELO Y LAS PLANTAS.,AGROINDUSTRIAL," 3,717,480 "
NUPLEN COMERCIALIZADORA SA DE CV ,DESARROLLO DE NUEVA LINEA DE SELLADORES DESINFECTANTES IODADOS PARA UBRES DEL GANADO LECHERO,QUÍMICA," 476,200 "
UBILOGIX S DE RL DE CV,PLATAFORMA DE ACCESO CON OBJETOS INTELIGENTES UTILIZANDO EL INTERNET DE LAS COSAS,TECNOLOGÍAS DE LA INFORMACIÓN," 418,560 "
EXTRACTOS CURATIVOS MEXICANOS SA DE CV,DESARROLLO TECNOLOGICO E INNOVADOR PARA EL PROCESAMIENTO DE HOJAS DE OREGANO EN LA INDUSTRIA DE SABORIZANTES Y ALIMENTOS.,AGROINDUSTRIAL," 3,048,497 "
ASESORES TECNICOS Y MANTENIMIENTO DE ESTACIONES DE SERVICIO SA,"SISTEMA DE IDENTIFICACION, CONTROL Y ASEGURAMIENTO DE SUMINISTRO DE COMBUSTIBLE EN ESTACIONES DE SERVICIO USANDO TECNOLOGIA DE RADIO DSSS",AUTOMOTRIZ," 4,030,500 "
GEODENT SA DE CV,DESARROLLO DE UNA NOVEDOSA ALEACION COCRMO PARA USO DENTAL CON RESISTENCIA A LA CORROSION SUPERIOR,SALUD," 2,132,500 "
APLICACION Y ADECUACION DE TECNOLOGIA SA DE CV ,DESARROLLO DE AISLANTE TERMICO MICROPOROSO POR PRENSADO ISOSTATICO A PARTIR DE AEROGEL,PETROQUÍMICA," 5,322,000 "
SMARTSOFT AMERICA BUSINESS APPLICATIONS SA DE CV ,ASISTENTE INTELIGENTE PARA LA ADMINISTRACION DE RECURSOS EN PROYECTOS DE DESARROLLO DE SOFTWARE,TECNOLOGÍAS DE LA INFORMACIÓN," 1,950,000 "
IT INNOVATION SERVICES SA DE CV ,DISENO DE UN SISTEMA DE GESTION Y CONTROL BASADO EN INTERNET DE LAS COSAS (IDC) PARA EL SECTOR DE SERVICIOS DE HOTELERIA,TECNOLOGÍAS DE LA INFORMACIÓN," 3,558,128 "
VIVITEC DISENO E INNOVACION TECNOLOGICA SA DE CV ,DESARROLLO DE SISTEMA EMBEBIDO DE VISION ARTIFICIAL EN HD CON RASTREO GPS Y SENSOR G COMO ASISTENTE DE SINIESTROS EN VEHICULOS,AUTOMOTRIZ," 3,430,775 "
PP MAR S DE RL DE CV,"ESCALAMIENTO (PLANTA PILOTO) DE LA TECNOLOGIA PARA LA PRODUCCION DE LARVAS Y JUVENILES DEL PEPINO DE MAR ISOSTICHOPUS BADIONOTUS (SELENKA, 1867).",BIOTECNOLOGÍA," 3,065,998 "
AGROSTEVIA SAPI DE CV ,INNOVACION Y DESARROLLO TECNOLOGICO EN PRODUCCION DE ESTEVIA MEDIANTE MICROPROPAGACION- PRODUCCION DE PLANTAS MEJORADAS GENETICAMENTE.,AGROINDUSTRIAL," 2,387,730 "
BRALAX S DE RL MI ,EMISOR LASER DE PERFIL ESPACIAL CONFIGURABLE PARA APLICACIONES DE MANUFACTURA,"ÓPTICA, EQUIPOS Y SISTEMAS"," 289,800 "
FINE TUBE AND TECHNOLOGY SA DE CV ,PLANTA PILOTO PARA INNOVADOR PROCESO DE FABRICACION DE CUBIERTAS DE POLIMERO REFORZADO CON FIBRAS NATURALES,METALMECÁNICA," 1,326,150 "
CENTRAL ADN SA DE CV ,DESARROLLO DE UN SISTEMA DIAGNOSTICO MULTIPLEXADO PARA LA DETECCION PRECOZ Y EL DIAGNOSTICO DIFERENICAL DE VAGINITIS Y VAGINOSIS,SALUD," 9,859,648 "
EFECTO MESCALINA SAPI DE CV,"FUTURE CRAFTS 2015: SISTEMA DE INTERCONEXION ENTRE LA WEB 2.0 Y EL INTERNET DE LAS COSAS, PARA APLICACIONES DE MARKETING DIGITAL",SERVICIOS," 2,278,900 "
SOLUCIONES PLASTICAS Y METALES SA DE CV ,DISENO Y DESARROLLO DE CELDA FLEXIBLE PARA LA OBTENCION DE UN POLIETILENO DE BAJA DENSIDAD USADO COMO INHIBIDOR DE CORROSION PARA UNIONES DISIMILES,METALMECÁNICA," 4,866,100 "
ENERGIA SOLAR ESTRATEGICA SA DE CV,DESARROLLO DE LAMPARA LED MODULAR CON CURVA FOTOMETRICA AJUSTABLE PARA ALUMBRADO PUBLICO CON TECNOLOGIA SOLAR Y UTILIZACION DE MATERIALES LIGEROS Y SUSTENTABLES PARA MERCADOS INTERNACIONALES.,ENERGÍA," 7,370,118 "
SALSAS DON VASCO SA DE CV,IMPLEMENTACION DE SISTEMA DE CONTROL DE CALIDAD EN PLANTA PILOTO PARA PRODUCCION CHOCOLATE EN POLVO,ALIMENTOS," 6,213,383 "
GALBER SA DE CV ,"PROCESO INNOVADO DE OBTENCION DE AGCN (L), NISO4, NICL2 EN CRISTALES –IND GALVANOPLASTIA 1ERO EN MEXICO",QUÍMICA," 8,172,744 "
A1 SA DE CV ,DESARROLLO DE UN PROTOTIPO BETA DE MAQUINA AUTOMATICA PARA FABRICACION DE CONTENEDORES PLASTICOS,MAQUINARIA INDUSTRIAL," 3,479,135 "
SIMPLE COMPLEXITY SA DE CV ,LINEA DE FABRICACION DE PROTOTIPOS DE NANO-SATELITES,AEROESPACIAL," 9,159,375 "
INTERLUB SA DE CV ,SISTEMA LUBRICANTE NANOPARTICULADO Y BIODEGRADABLE CON PROPIEDADES ANTIFRICCIONANTES PARA EQUIPOS MECANICOS INDUSTRIALES.,QUÍMICA," 7,620,750 "
CUALI TATOK SC DE RL ,"MANUFACTURA AVANZADA PARA DESARROLLO DE UNA CELDA PROTOTIPO PARA LA SELECCION DE CAFE DE EXPORTACION, EL USO DE SUS DERIVADOS Y SUBPRODUCTOS.",AGROINDUSTRIAL," 6,458,940 "
KETERTECH SA DE CV ,DESARROLLO DE ESTRUCTURAS PARA VEHICULOS DE LANZAMIENTO QUE APOYEN A LA COLOCACION EN ORBITA DE PEQUENOS SATELITES Y ACCESO ESPACIAL DE BAJO COSTO. (SPACELOADS STRUCTURES),METALMECÁNICA," 8,674,875 "
INTEC DE MEXICO SAPI DE CV ,MEJORAMIENTO DE UN SISTEMA DE INTERCOMUNICACION HIBRIDO MEDIANTE LA REDUCCION DE HILOS DE CONEXION,TELECOMUNICACIONES," 2,812,500 "
DISPEL AE SA DE CV ,"LABORATORIO DE INNOVACION PARA LA AUTOMATIZACION DE PROCESOS EN LA PRODUCCION DE ENCAPSULADOS, COMPRIMIDOS, CAPSULA DURA Y SECADO DE GELATINA BLANDA EN LA INDUSTRIA FARMACEUTICA.",FARMACÉUTICA," 2,373,312 "
TECNOLOGIA INOVADORA EMPRESARIAL SA DE CV ,PLATAFORMA CLINICA-ADMINISTRATIVA PARA CONSULTORIOS MEDICOS HOSPITALARIOS: CLINI-TECH,SALUD," 2,398,985 "
GRIMANN SA DE CV,FABRICACION DE BACTERINAS CONTRA CORIZA INFECCIOSA EN AVES DE POSTURA DE LAS REGIONES AVICOLAS DE MEXICO,BIOTECNOLOGÍA," 2,675,623 "
FUNDIDORA DE OCCIDENTE SA DE CV ,DESARROLLO TECNOLOGICO PARA LINEA DE PRODUCTOS DE HIERRO DUCTIL RESISTENTES A TEMPERATURAS EXTREMAS,METALURGIA," 4,705,643 "
SUCROLIQ SAPI DE CV ,"DESARROLLO DE UN EDULCORANTE LIQUIDO NATURAL BAJO EN CALORIAS A BASE DE SUCROLIQ, AZUCAR LIQUIDO REFINADO Y EDULCORANTES EXTRAIDOS DE STEVIA REBAUDIANA BERTONI.",ALIMENTOS," 1,984,905 "
TECNOLOGIAS DAAT SA DE CV ,"ESCALAMIENTO Y CONSOLIDACION DE UN SISTEMA PARA EVALUACION TOXICOLOGICA DE NUEVOS MATERIALES CON APLICACIONES COMERCIALES INMEDIATAS (IPSENSOR, ETAPA 3)",SALUD," 11,049,937 "
TECNOALTEC S DE RL DE CV ,TECNOCENTRO DE DESARROLLO INGENIERIA E INNOVACION EN INYECCION PLASTICA Y METALICA,AUTOMOTRIZ," 10,547,500 "
ALINTE S DE RL DE CV ,NUEVA LINEA DE FORMULACION Y EMPAQUE DE BEBIDAS ELABORADAS A BASE DE SOYA 100 % AUTOMATIZADA,ALIMENTOS," 3,896,670 "
NANOMATERIALES SA DE CV ,DESARROLLO INNOVADOR DE UN RECUBRIMIENTO NANOESTRUCTURADO PARA ACERO INOXIDABLE DE BAJO COSTO Y PROPIEDADES DE ALTO VALOR PARA EL SECTOR DE ELECTRODOMESTICOS,QUÍMICA," 2,579,500 "
DELISOU ALIMENTOS SA DE CV,"ENVASE FUNCIONAL MICROORNEABLE (FORMA DE CHAROLA) CON ATMOSFERA MODIFICADA PARA OFRECER UNA COMIDA COMPLETA PREPARADA (PLATILLO PRINCIPAL Y DOS GUARNICIONES), ESTERILIZADA Y LIBRE DE CONSERVADORES.",ALIMENTOS," 2,167,605 "
BIOMATERIALES INTEGRA DE CD JUAREZ S DE RL DE CV,PROYECTO PARA LA COMERCIALIZACION DE NANOBIOMATERIALES CON APLICACIONES BIOMEDICAS.,SALUD," 5,774,375 "
INDUSTRIAL LODI SA DE CV ,"INNOVACION TECNOLOGICA EN SEMI-REMOLQUES TIPO VOLTEO PARA CARGA PESADA BASADOS EN NUEVOS MATERIALES, PROCESOS DE MANUFACTURA AVANZADA Y DISENO ELECTRONICO MODERNO",METALMECÁNICA," 2,487,150 "
PRUEBAS DE HERMETICIDAD Y MEDICION SA DE CV ,DISENO DE UN DETECTOR DE FUGAS MAGNETOSTRICTIVO PARA TUBERIAS,EQUIPO DE MEDICIÓN Y CONTROL," 810,600 "
TROQUELES HERRAMENTALES Y REPRESENTACIONES SA DE CV,INTEGRACION DE UN SERVICIO SUSTENTABLE DE PROTOTIPADO RAPIDO 3D CON DEPOSICION DE POLIMERO RECICLADO,MAQUINARIA INDUSTRIAL," 2,065,000 "
METASERVICIOS HERNANDEZ CORONA Y ASOCIADOS SA DE CV,MOTOR DE INTERACCIONES MEDICAMENTOSAS,SALUD," 1,485,900 "
AISYSTEMS SA DE CV ,"LABORATORIO DE INTERFACES DE COMUNICACION PARA CONSTELACIONES DE MICRO, NANO Y CUBO SATELITES",AEROESPACIAL," 8,413,500 "
FCDIGITAL MEXICO SA DE CV,"SISTEMA INTELIGENTE DE GESTION DE TALENTO Y PLANEACION VOCACIONAL, ETAPA DOS: VALIDACION.",COMUNICACIONES," 1,100,000 "
SOLEXVINTEL SA DE CV ,DISENO DE UNA PLATAFORMA NANO-OPTICA PARA EL DIAGNOSTICO Y SEGUIMIENTO DEL DENGUE,SALUD," 10,223,795 "
GS DE MEXICO S DE RL DE CV,DISENO DE EQUIPO DE CONTROL DE CONTAMINACION PARA LA INDUSTRIA DE LAS ARTES GRAFICAS,MAQUINARIA INDUSTRIAL," 2,663,987 "
3M MEXICO SA DE CV,"NUEVA GENERACION DE PRODUCTOS CON CARACTERISTICAS SUSTENTABLES Y DESEMPENO SUPERIOR, A TRAVES DE LA INNOVACION Y EL DESARROLLO CIENTIFICO Y TECNOLOGICO.",QUÍMICA," 3,827,061 "
ALUMINIO Y BRONCES DE SALTILLO SA DE CV,NUEVO PROCESO DE PIEZAS COMPLEJAS AL356 CON ALTAS PROPIEDADES MECANICAS EN IND. ELECTRICA PARTE 3,ELÉCTRICA," 4,868,000 "
COMERCIAL ACROS WHIRLPOOL SA DE CV ,"DESARROLLO DE TRANSMISION DUAL LOBULAR AUTO-ADAPTABLE E INTELIGENTE QUE MAXIMIZA LA DURABILIDAD, CONFORT Y APROVECHAMIENTO DEL AGUA EN LAVADORAS DE ALTA EFICIENCIA MEDIANTE USO DE NANOTECNOLOGIA.",MECATRÓNICA," 5,088,452 "
COLATINCO SPR DE RL DE CV,CONSTRUCCION DE DOS PROTOTIPOS DE PANELES DE MADERA PLASTICA DE COCO Y DESARROLLO DE UN PLAN DE NEGOCIOS PARA LA IMPLEMENTACION A NIVEL INDUSTRIAL,CONSTRUCCIÓN," 2,100,205 "
COSMETICOS INTEGRADOS SA DE CV ,"•	DESARROLLO DE MATERIALES COMPUESTOS SUSTENTABLES A PARTIR DE PP/ATP Y PP/ATP/ FIBRA DE AGAVE",PLÁSTICOS," 4,660,000 "
GLOBAL OBJECTIVE TECHNICAL OFFICE GUADALAJARA S DE RL DE CV,DESARROLLO DE UN SISTEMA DE GESTION DE ESPACIOS PUBLICOS CON USO DE TECNOLOGIAS WEB,COMUNICACIONES," 285,522 "
LABORATORIOS SOPHIA SA DE CV,ELABORACION DE NANOEMULSION OFTALMICA PARA EL TRATAMIENTO DE SINDROME DE OJO SECO,FARMACÉUTICA," 352,200 "
LABORATORIOS AGROENZYMAS SA DE CV ,"DESARROLLO DE NUEVOS PRODUCTOS Y NUEVAS APLICACIONES EN BIORREGULADROES PARA EL DESARROLLO VEGETAL, PARTIENDO DE NUEVOS INGREDIENTES",QUÍMICA," 8,611,483 "
861 STEEL SOLUTION SA DE CV ,DISENO Y DESARROLLO DE CELDA PILOTO PARA LA APLICACION DE RECUBRIMIENTOS ANTIDESGASTE POR SOLDADURA DE PROYECCION APLICADOS A HERRAMENTALES DE CONFORMADO DE ACEROS AVANZADOS,METALMECÁNICA," 4,883,600 "
KOPPERT MEXICO SA DE CV,INTEGRACION DE UN MIRIDO NATIVO DE MEXICO COMO AGENTE DE CONTROL BIOLOGICO DE MOSCA BLANCA,BIOTECNOLOGÍA," 877,407 "
SERVICIOS TECNOLOGICOS Y DE INNOVACION INTEGRADOS SA DE CV ,PROTOTIPO DE SISTEMA DE UBICACION DE SITIOS DE INTERES Y ASISTENCIA DE TRANSPORTE MEDIANTE TECNOLOGIA DE REALIDAD AUMENTADA,TECNOLOGÍAS DE LA INFORMACIÓN," 3,987,573 "
GRUPO CAROLINASA ,PLANTA PILOTO PARA EL DISENO Y VALIDACION DE PROTOTIPOS DE EMPAQUES RETORNABLES “DUNNAGE” CON TEXTILES REVESTIDOS (COATING) PARA LA INDUSTRIA AUTOMOTRIZ,TEXTIL," 5,712,292 "
RODAS COMPUTACION SA DE CV,PLATAFORMA TECNOLOGICA DE MONITORIZACION DE RIOS DE RESPUESTA RAPIDA,TECNOLOGÍAS DE LA INFORMACIÓN," 1,324,940 "
PLAINNOVA S DE RL DE CV ,TRANSFERENCIA TECNOLOGICA PARA LA EXTRUSION DE PELICULA PLASTICA DE 7 CAPAS PARA EL SECTOR AGRICOLA,MAQUINARIA INDUSTRIAL," 4,471,821 "
MANIKHUB SA DE CV ,"OPTIMIZACION DE UN SISTEMA PARA LA RECOLECCION DE ESTADISTICAS MEDICAS Y CLINICAS, PARA LA CREACION DE MAPAS DE SALUD Y PANELES DE EVALUACION DE ESPECIALISTAS MEDICOS",TECNOLOGÍAS DE LA INFORMACIÓN," 5,429,545 "
AGROINDUSTRIAL IRAZOQUI SPR DE RI ,OBTENCION PILOTO DE EXTRACTOS RICOS EN CAPSAICINOIDES MEDIANTE EXTRACCION CON FLUIDOS SUPERCRITICOS,AGROINDUSTRIAL," 8,447,100 "
CASA PLARRE SA DE CV ,SISTEMA DE INFORMACION PARA GESTION DE QUIROFANOS Y REGISTRO ANESTESICO,TECNOLOGÍAS DE LA INFORMACIÓN," 500,003 "
AGRICOLA NUEVO SENDERO SPR DE RL ,DESARROLLO DE UN PROCESO INNOVADOR PARA LA PRODUCCION DE HIBRIDOS DE MAIZ CON MAYOR RESISTENCIA,AGROINDUSTRIAL," 4,525,091 "
SALMI DEL SURESTE SA DE CV ,"DESARROLLO DE PROTOTIPO FUNCIONAL DE MAQUINA SEMIAUTOMATICA PARA ENROLLADO, PESADO Y CORTE DE CHISTORRA.",ALIMENTOS," 1,238,670 "
SEDIPSSA COMERCIALIZADORA SA DE CV ,DESARROLLO DE UN REGULADOR AUTOMATICO DE VOLTAJE DE TIPO ESTATICO PARA EXCITACION DE GENERADORES ELECTRICOS DE GRAN CAPACIDAD,ELÉCTRICA," 2,803,167 "
INVESTIGACION BIOMEDICA ELEMENTAL SA DE CV ,CREACION DE UNIDAD DE INVESTIGACION CLINICA PARA PACIENTES EN ATENCIòN AMBULATORIA EN TLAQUEPAQUE,SALUD," 564,489 "
VIDRIO ARTESANAL XA QUIXE S DE RL MI ART ,TRANSFERENCIA DE TECNOLOGIA PARA LA APLICACION DE ENERGIAS RENOVABLES A PROCESOS ARTESANALES CON SISTEMAS DE COMBUSTION SIMILARES A LOS PROCESOS DE PRODUCCION DE VIDRIO,ENERGÍA," 1,033,544 "
NANOMAT SA DE CV ,OPTIMIZACION TECNOLOGICA Y ESCALAMIENTO A NIVEL PRE-INDUSTRIAL DE NANOADITIVO ANTIMICROBIANO Y QUE DISMINUYE LA TEMPERATURA DE SINTERIZACION PARA REDUCCION DE COSTOS EN LA INDUSTRIA CERAMICA,QUÍMICA," 2,239,000 "
INGENIERIA EN CONSTRUCCION TECNOLOGIA DE UNION E INSPECCION INDUSTRIAL SA DE CV ,DISENO DE PROTOTIPO ESPECIALIZADO EN LA EVALUACION Y OPTIMIZACION DE LA INTEGRIDAD ESTRUCTURAL DE ENSAMBLES SOLDADOS DE ACERO DE ALTA RESISTENCIA DE BAJA ALEACION (HSLA) MEDIANTE LA TECNICA DE ULTRASO,METALMECÁNICA," 4,745,000 "
CECYPE SERVICES S DE RL DE CV,NUEVO METODO APLICADO EN BIOEQUIVALENCIAS POR MEDIODE MUESTREO EN SANGRE SECA MMS,SALUD," 2,697,007 "
BM SOLUTIONS SA DE CV ,"SISTEMA EN LINEA DE ACCESO COMPARTIDO (EMPRESA-CLIENTE) PARA EL CONTROL-SEGUIMIENTO DEL PROCESO “ORDER 2 CASH” HASTA LA ENTREGA, GENERANDO INDICADORES DE DESEMPENO Y CERTIFICADOS DE CUMPLIMIENTO",TECNOLOGÍAS DE LA INFORMACIÓN," 1,827,921 "
MERCANTICA SA DE CV ,INNOVADOR SISTEMA DE COMBUSTION QUE INCREMENTA LA ENTALPIA EN UN HORNO DE FUSION DE ALUMINIO,MAQUINARIA INDUSTRIAL," 3,339,900 "
CARU ARDICA SA DE CV,DESARROLLO DE UN ALMACEN TERMICO COMO RESPALDO PARA APLICACIONES TERMO-SOLARES.,ENERGÍA," 3,596,500 "
CARBOGRAF INDUSTRIAL SA DE CV ,"INV., DES E IMPL DE PTA PILOTO PARA FABRICAR BRIQUETAS DE CARBON CON ALTO PODER CALORIFICO, FACIL IGNICION, AROMA Y BAJO IMPACTO AMBIENTAL",MINERÍA," 2,424,900 "
DUONS MEXICO SA DE CV ,DESARROLLO DE NUEVAS FRECUENCIAS DE OPERACION PARA UN EQUIPO DE SERVICIOS DE BANDA ANCHA POR MICROONDAS SR1000+,COMUNICACIONES," 4,011,012 "
GENING PROYECTOS BIOMEDICOS SA DE CV ,PLATAFORMA DE GESTION Y OBTENCION DE INDICADORES DE RECURSO DE INFRAESTRUCTURA Y TECNOLOGIA MEDICA EN PACIENTES HOSPITALIZADOS,EQUIPO DE MEDICIÓN Y CONTROL," 504,259 "
SISTEMAS EN PUNTO SA DE CV,MEJORA INCREMENTAL DE UN COMPONENTE DE PAGOS MOVILES BASADO EN NFC AL INTEGRARLO A UN SISTEMA EMBEBIDO,ELECTRÓNICA," 1,968,750 "
INDUSTRIALIZADORA SHARYL S DE RL DE CV ,DESARROLLO DE TEXTILES NO TEJIDOS ANTIMICROBIANOS EMPLEANDO NANOPARTICULAS METALICAS PARA EL CONTROL DE OLORES EN PRENDAS DE USO INDUSTRIAL,TEXTIL," 5,399,112 "
AGROINDUSTRIAL SAN BLAS SPR DE RL ,DESARROLLO TECNOLOGICO DE UN PRODUCTO INNOVADOR DE FRIJOL ADICIONADO CON DHA PARA ZONAS POPULARES,ALIMENTOS," 5,563,000 "
ENSITECH DE MEXICO SA DE CV ,PLATAFORMA DE ANALITICA PREDICTIVA PARA EVALUACION Y SEGUIMIENTO DE ACCIONES DE ADMINISTRACION PUBLICA,TECNOLOGÍAS DE LA INFORMACIÓN," 1,517,500 "
CIA INDUSTRIAL DE LONAS SA DE CV ,SEGUNDA ETAPA PARA EL DESARROLLO TECNOLOGICO EN LA FABRICACION DE DUCTOS DE VENTILACION PARA MINAS DE METAL SUBTERRANEAS,TEXTIL," 1,844,243 "
KALTIA CONSULTORIA Y PROYECTOS SA DE CV ,DESARROLLO DE PLATAFORMA PARA SISTEMA AUTOMATIZADO DE RESOLUCION INTELIGENTE DE PROYECTOS (SARIP) – FASE I,TECNOLOGÍAS DE LA INFORMACIÓN," 3,862,814 "
INDUSTRIAS METALICAS DE MONCLOVA SA DE CV,DESARROLLO TECNOLOGICO PARA FABRICACION DE PRENSA DE ALIMENTACION CONTINUA PARA COMPACTACION DE MATERIALES RECICLABLES,METALMECÁNICA," 1,607,881 "
HARMONY TECHNOLOGIES SA DE CV,PLATAFORMA DE RECONOCIMIENTO DE VOZ DE ALTO VALOR AGREGADO N.O.R.M.A (NORMA IS OPERATING RECOGNITION MULTIPLATFORM ASSISTANT),TECNOLOGÍAS DE LA INFORMACIÓN," 6,922,500 "
SUBLI IMPRESOS MURR SA DE CV ,DESARROLLO DE UN HEAT-TRANSFER RETRO-REFLECTIVO EN FORMATO DE ROLLO CONTINUO (ROLL TO ROLL) AMIGABLE AL MEDIO AMBIENTE EN EN CUMPLIMIENTO DEL ESTANDAR INTERNACIONAL OEKO TEX ® 100,QUÍMICA," 5,747,489 "
SOLO CAFE DE CALIDAD S DE RL DE CV,INTEGRACION DE DESARROLLOS TECNOLOGICOS EN PROCESO INTEGRAL PARA EL BENEFICIADO HUMEDO DE CAFE CON IMPACTOS EN EFICIENCIA ENERGETICA Y USO SUSTENTABLE DE AGUA,METALMECÁNICA," 4,749,700 "
